customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST101377,Male,1,No,No,69,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer,96.89,6690.71,No
CUST101378,Female,0,No,No,22,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,101.79,2231.96,No
CUST101379,Female,0,Yes,No,39,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card,41.36,1603.35,Yes
CUST101380,Female,0,No,No,62,Yes,Yes,No,No,No,Yes,Yes,No internet service,No,One year,Yes,Credit card,34.03,2108.63,No
CUST101381,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,109.51,105.96,No
CUST101382,Male,1,Yes,No,46,Yes,No,No,Yes,No,No,No internet service,No,No,Two year,No,Credit card,115.7,5313.52,No
CUST101383,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card,62.43,1801.5,No
CUST101384,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,64.7,978.76,Yes
CUST101385,Female,1,No,Yes,58,No,No phone service,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,94.1,5466.59,Yes
CUST101386,Male,1,No,No,46,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,3196.65,Yes
CUST101387,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,No,Bank transfer,51.36,1496.41,No
CUST101388,Male,0,Yes,Yes,8,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,39.01,318.08,No
CUST101389,Male,0,No,Yes,64,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card,22.27,1426.87,No
CUST101390,Female,0,No,Yes,58,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,78.77,4573.68,No
CUST101391,Female,0,No,No,63,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,34.22,2164.47,No
CUST101392,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,105.84,742.21,No
CUST101393,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,118.29,6033.02,No
CUST101394,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer,65.77,1108.16,No
CUST101395,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card,31.56,1799.76,No
CUST101396,Male,0,No,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,78.3,3764.75,No
CUST101397,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.39,2404.33,Yes
CUST101398,Female,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,33.34,1569.9,No
CUST101399,Male,1,No,No,44,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,84.69,3716.85,Yes
CUST101400,Male,0,No,No,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,51.61,2743.84,No
CUST101401,Male,0,Yes,No,45,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,104.55,4703.33,Yes
CUST101402,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Credit card,78.79,2365.13,Yes
CUST101403,Female,0,Yes,Yes,36,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,63.3,2276.75,No
CUST101404,Female,1,No,Yes,15,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,116.33,1741.93,Yes
CUST101405,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,69.12,3110.61,No
CUST101406,Female,0,Yes,Yes,45,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,108.73,4892.74,Yes
CUST101407,Male,0,No,No,60,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card,46.43,2782.93,No
CUST101408,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,64.18,2894.18,No
CUST101409,Female,0,No,No,50,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.39,1410.51,No
CUST101410,Female,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,62.28,3791.42,No
CUST101411,Female,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,109.45,3712.95,No
CUST101412,Male,0,No,Yes,41,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,102.95,4222.25,No
CUST101413,Female,1,Yes,No,44,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer,117.57,5171.33,No
CUST101414,Female,1,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,94.97,6362.03,No
CUST101415,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,47.15,2170.43,No
CUST101416,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer,36.08,1042.8,No
CUST101417,Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Bank transfer,37.95,866.51,No
CUST101418,Male,0,No,No,65,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,86.14,5595.24,No
CUST101419,Male,0,No,No,42,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,58.22,2455.12,No
CUST101420,Male,1,No,Yes,33,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,61.4,2035.25,Yes
CUST101421,Male,0,Yes,Yes,22,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,106.06,2342.45,Yes
CUST101422,Male,0,No,Yes,60,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,92.67,5550.75,Yes
CUST101423,Male,0,No,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Mailed check,40.93,1465.27,No
CUST101424,Female,1,Yes,No,12,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,37.11,436.23,Yes
CUST101425,Female,0,Yes,No,70,No,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,102.19,7159.61,Yes
CUST101426,Male,0,No,No,6,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.36,701.99,Yes
CUST101427,Male,0,No,Yes,41,No,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,38.51,1579.77,No
CUST101428,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Credit card,115.18,4265.68,No
CUST101429,Male,0,No,No,51,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,62.97,3208.51,No
CUST101430,Male,1,No,No,43,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,110.57,4759.82,Yes
CUST101431,Male,0,No,No,63,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,95.09,5993.79,No
CUST101432,Female,0,No,No,12,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,110.51,1332.14,No
CUST101433,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,84.51,2281.77,No
CUST101434,Female,0,No,No,0,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,35.7,-6.12,No
CUST101435,Female,0,Yes,No,42,Yes,No,No,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,26.04,1093.19,No
CUST101436,Female,0,No,Yes,41,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,82.71,3387.35,Yes
CUST101437,Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer,25.84,1270.04,No
CUST101438,Female,0,No,No,59,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,43.6,2565.14,No
CUST101439,Male,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,40.62,-3.36,Yes
CUST101440,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,62.71,3125.63,Yes
CUST101441,Female,1,Yes,No,15,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,79.74,1202.41,No
CUST101442,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card,111.12,4220.69,No
CUST101443,Male,0,No,No,14,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,113.62,1596.2,Yes
CUST101444,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer,118.24,3775.63,No
CUST101445,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,96.38,5005.64,Yes
CUST101446,Female,0,Yes,No,16,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,112.13,1801.09,Yes
CUST101447,Female,0,Yes,No,5,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,99.06,497.21,Yes
CUST101448,Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,One year,No,Credit card,111.06,3321.92,No
CUST101449,Female,0,No,No,68,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,30.42,2076.66,No
CUST101450,Female,0,Yes,No,39,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,116.16,4539.91,No
CUST101451,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,43.46,1263.56,No
CUST101452,Female,1,No,No,68,Yes,No phone service,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,76.85,5230.36,No
CUST101453,Male,0,Yes,Yes,6,No,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,71.68,422.75,No
CUST101454,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,76.45,922.72,No
CUST101455,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.2,262.58,Yes
CUST101456,Female,1,No,Yes,49,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card,73.96,3631.83,Yes
CUST101457,Female,0,Yes,Yes,2,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,88.87,177.84,Yes
CUST101458,Female,0,No,No,11,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,One year,No,Bank transfer,73.44,800.66,No
CUST101459,Male,0,No,Yes,64,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,21.2,1348.57,No
CUST101460,Male,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,82.74,2150.04,Yes
CUST101461,Male,0,No,No,49,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,75.52,3690.59,Yes
CUST101462,Male,0,Yes,Yes,16,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,One year,No,Credit card,78.58,1266.5,No
CUST101463,Male,0,Yes,No,71,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Credit card,20.16,1424.77,No
CUST101464,Male,0,Yes,No,31,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer,66.87,2071.36,No
CUST101465,Female,0,Yes,Yes,50,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.5,5377.13,Yes
CUST101466,Female,0,Yes,Yes,16,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,53.26,855.66,No
CUST101467,Female,0,No,No,33,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,64.49,2129.47,No
CUST101468,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,32.24,1089.73,Yes
CUST101469,Male,0,No,Yes,23,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,65.02,1494.9,No
CUST101470,Male,1,No,Yes,53,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,59.58,3154.19,No
CUST101471,Female,0,Yes,Yes,17,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,108.3,1832.89,No
CUST101472,Male,0,Yes,No,49,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,23.54,1151.21,No
CUST101473,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,115.12,5182.58,No
CUST101474,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,77.64,3641.12,Yes
CUST101475,Female,1,No,No,32,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,72.96,2328.02,Yes
CUST101476,Male,0,No,Yes,26,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,108.62,2815.85,No
CUST101477,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card,39.1,-9.98,No
CUST101478,Female,0,No,Yes,58,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer,40.9,2380.93,No
CUST101479,Female,0,Yes,Yes,9,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer,107.44,973.73,No
CUST101480,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,112.94,2705.19,No
CUST101481,Male,0,No,Yes,56,No,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Two year,No,Electronic check,103.78,5813.23,No
CUST101482,Female,0,No,No,65,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,24.13,1574.48,No
CUST101483,Male,0,No,Yes,14,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,85.21,1190.27,No
CUST101484,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,65.11,1762.75,No
CUST101485,Male,1,No,No,12,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,100.78,1216.73,No
CUST101486,Male,0,Yes,No,13,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Bank transfer,35.81,465.5,No
CUST101487,Male,0,No,No,65,Yes,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card,112.03,7289.71,Yes
CUST101488,Male,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,53.54,1761.02,No
CUST101489,Male,1,Yes,No,24,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Credit card,52.32,1263.71,No
CUST101490,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,37.84,2011.63,No
CUST101491,Male,0,Yes,No,11,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Credit card,20.7,234.5,No
CUST101492,Male,0,Yes,No,8,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,51.27,400.25,No
CUST101493,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card,34.83,1048.17,No
CUST101494,Female,0,Yes,Yes,52,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,93.81,4876.13,No
CUST101495,Male,0,Yes,No,42,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Credit card,95.66,4019.81,No
CUST101496,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,102.79,3794.9,Yes
CUST101497,Female,0,Yes,Yes,41,Yes,No phone service,No,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,20.54,836.87,No
CUST101498,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,55.15,3912.68,Yes
CUST101499,Male,0,Yes,No,47,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,20.58,971.63,No
CUST101500,Male,0,No,No,66,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,70.77,4671.88,No
CUST101501,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,110.9,7198.79,Yes
CUST101502,Female,0,No,No,15,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,60.79,908.55,No
CUST101503,Male,0,No,No,15,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,107.37,1619.35,No
CUST101504,Male,0,No,No,30,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,114.76,3436.4,Yes
CUST101505,Male,0,No,No,57,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,43.79,2490.77,No
CUST101506,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Credit card,21.02,563.69,No
CUST101507,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer,93.96,277.24,No
CUST101508,Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,77.9,693.53,No
CUST101509,Female,0,No,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,54.71,2731.75,No
CUST101510,Male,0,No,No,17,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,One year,No,Bank transfer,56.76,965.71,No
CUST101511,Male,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,28.1,1296.11,No
CUST101512,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,Two year,No,Bank transfer,107.11,3323.27,No
CUST101513,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,44.21,1275.34,No
CUST101514,Female,0,No,No,35,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,29.71,1042.14,Yes
CUST101515,Female,0,Yes,Yes,8,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Credit card,97.95,780.77,No
CUST101516,Male,1,Yes,Yes,35,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card,68.51,2404.29,Yes
CUST101517,Male,1,No,Yes,28,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,96.29,2693.37,No
CUST101518,Female,0,No,Yes,15,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,110.19,1662.38,No
CUST101519,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Credit card,58.21,1166.5,No
CUST101520,Female,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,25.45,1601.93,No
CUST101521,Male,0,No,Yes,65,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,45.32,2945.86,Yes
CUST101522,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,25.11,1449.9,No
CUST101523,Male,0,Yes,Yes,27,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,34.92,946.44,No
CUST101524,Male,0,No,No,54,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Two year,No,Mailed check,104.89,5673.32,No
CUST101525,Male,0,No,No,30,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,114.14,3424.5,No
CUST101526,Male,0,No,Yes,32,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Bank transfer,87.69,2815.93,No
CUST101527,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,93.18,5490.63,No
CUST101528,Female,0,No,Yes,40,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,93.15,3728.75,No
CUST101529,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,32.34,1458.86,No
CUST101530,Female,0,Yes,Yes,48,Yes,No,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card,24.71,1182.31,No
CUST101531,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,89.84,5746.79,No
CUST101532,Female,0,Yes,Yes,41,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,23.74,982.25,No
CUST101533,Male,1,No,Yes,22,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,101.18,2228.2,No
CUST101534,Male,0,No,Yes,26,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer,79.11,2062.49,No
CUST101535,Female,1,Yes,No,31,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,31.35,976.37,Yes
CUST101536,Male,1,No,No,2,No,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,85.93,174.08,Yes
CUST101537,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,80.63,4748.13,No
CUST101538,Female,0,Yes,Yes,16,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer,57.63,925.33,No
CUST101539,Male,0,No,No,31,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,101.77,3151.77,Yes
CUST101540,Male,1,No,Yes,6,Yes,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,50.46,302.14,No
CUST101541,Male,0,No,No,70,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,57.79,4052.33,No
CUST101542,Female,0,No,No,68,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,89.66,6106.25,No
CUST101543,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer,95.2,5430.29,No
CUST101544,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,47.36,1841.68,No
CUST101545,Female,0,Yes,Yes,47,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Credit card,21.68,1015.31,No
CUST101546,Female,0,No,No,50,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer,37.63,1874.26,No
CUST101547,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,46.32,2595.53,No
CUST101548,Male,1,Yes,No,70,No,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,110.5,7743.6,Yes
CUST101549,Female,0,No,No,36,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,109.36,3943.18,No
CUST101550,Male,1,No,No,54,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,86.07,4648.65,Yes
CUST101551,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,90.93,3646.03,Yes
CUST101552,Male,0,Yes,Yes,19,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,82.13,1568.4,No
CUST101553,Female,0,No,Yes,32,No,Yes,No,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,97.92,3130.66,No
CUST101554,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,55.12,2150.68,No
